,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,SCALED_SCORE
6438,0,0,0,1,135000.0,0,4,1,1,-12269,-604,1,0,0,0,10,3.0,5.0
6439,0,0,1,0,148500.0,4,4,3,1,-19826,-2888,1,0,0,1,6,1.0,5.928571428571429
6441,0,0,1,0,135000.0,0,4,3,1,-17207,-2796,1,0,0,0,14,1.0,5.872727272727273
6443,0,0,1,2,90000.0,4,1,1,1,-14643,-3922,1,0,1,0,3,4.0,5.7
6445,0,0,1,0,144000.0,4,4,1,1,-18841,-4166,1,1,1,0,6,2.0,5.0
6446,0,1,0,1,315000.0,0,1,1,1,-11025,-2065,1,1,1,1,17,3.0,5.0
6448,0,1,1,0,382500.0,4,4,3,1,-11298,-4714,1,1,0,0,8,1.0,4.947368421052632
6449,1,1,1,1,292500.0,4,4,1,1,-16666,-4469,1,0,1,0,8,3.0,5.857142857142857
6451,0,0,1,0,90000.0,0,4,1,1,-9994,-1427,1,0,0,1,14,2.0,6.0
6452,0,0,1,1,90000.0,0,4,1,5,-11644,-635,1,0,0,0,14,3.0,5.5
6453,0,0,1,1,90000.0,4,4,2,5,-13200,-1017,1,0,1,1,14,2.0,5.277777777777778
6454,0,0,1,2,157500.0,4,4,1,1,-15282,-3270,1,0,0,0,8,4.0,5.8125
6455,0,0,1,0,202500.0,4,1,1,1,-15903,-2051,1,1,1,1,0,2.0,5.454545454545454
6457,0,0,1,1,135000.0,4,4,1,1,-12080,-1624,1,0,0,0,11,3.0,5.0
6460,1,1,1,0,247500.0,4,1,1,1,-19195,-10692,1,0,0,1,10,2.0,5.88
6461,0,0,1,0,112500.0,4,4,1,1,-13217,-98,1,0,1,0,14,2.0,5.0
6463,0,1,1,0,180000.0,4,4,1,1,-12172,-1681,1,0,0,1,10,2.0,4.866666666666666
6464,0,0,1,0,180000.0,0,4,1,1,-18856,-7130,1,0,0,0,8,2.0,4.842105263157895
6465,0,1,1,0,279000.0,4,1,1,1,-9949,-1229,1,0,0,1,7,2.0,5.0
6466,0,1,1,0,225000.0,4,4,1,1,-11010,-4271,1,0,0,0,8,2.0,5.0
6467,0,1,0,1,270000.0,4,4,0,1,-12380,-2110,1,0,0,0,8,3.0,4.5
6468,1,1,1,2,135000.0,4,1,1,1,-13784,-1773,1,0,1,1,6,4.0,6.0
6469,0,0,0,0,157500.0,4,1,3,1,-16789,-738,1,1,1,0,14,1.0,5.0
6470,0,1,1,0,180000.0,4,4,3,1,-21149,-2686,1,0,0,0,8,1.0,5.0
6471,1,1,1,0,270000.0,0,4,0,1,-8404,-923,1,0,1,1,8,2.0,5.0
6472,1,1,1,1,360000.0,4,4,1,1,-20998,-2932,1,0,1,0,8,3.0,5.0
6473,0,1,1,0,360000.0,0,1,3,1,-20929,-2046,1,0,0,1,10,1.0,5.333333333333333
6474,0,1,1,0,143100.0,2,1,1,1,-18400,-10052,1,0,0,1,7,2.0,5.644444444444445
6475,0,0,1,0,135000.0,4,4,1,1,-16503,-2051,1,0,0,0,17,2.0,5.0
6476,1,0,1,1,180000.0,4,4,1,1,-12039,-1773,1,1,0,0,6,3.0,5.611111111111111
6477,0,1,1,0,225000.0,0,4,3,1,-18852,-1194,1,0,0,0,14,1.0,5.0
6478,1,1,0,2,247500.0,4,4,1,1,-16555,-5395,1,0,0,0,17,4.0,5.217391304347826
6480,0,0,1,0,135000.0,4,4,0,1,-17657,-3330,1,0,0,0,17,2.0,5.384615384615385
6481,0,0,1,0,360000.0,4,1,1,1,-13770,-6372,1,0,0,0,17,2.0,5.0
6483,0,0,1,0,87750.0,4,4,1,1,-19855,-893,1,0,0,0,1,2.0,5.64
6484,1,1,0,0,315000.0,0,4,0,1,-11615,-2018,1,0,0,0,8,2.0,5.428571428571429
6485,0,0,1,0,135000.0,4,4,1,1,-19366,-432,1,0,0,0,10,2.0,5.911764705882353
6486,0,0,1,2,157500.0,2,4,1,1,-13854,-409,1,0,0,0,8,4.0,5.533333333333333
6487,0,0,1,2,180000.0,4,4,1,1,-14976,-4212,1,0,0,0,17,4.0,5.0
6488,0,1,1,1,382500.0,4,4,1,1,-14317,-2751,1,0,0,0,10,3.0,5.0
6490,0,0,1,0,126000.0,0,4,1,1,-17551,-1196,1,0,0,0,8,2.0,5.878048780487805
6491,0,0,1,0,180000.0,4,4,1,1,-16545,-2230,1,0,0,0,2,2.0,5.0
6492,1,0,0,1,202500.0,2,4,1,1,-13559,-4846,1,0,0,0,3,3.0,5.612903225806452
6493,0,0,1,0,180000.0,0,4,1,1,-22895,-15713,1,0,0,0,11,2.0,5.0
6494,1,0,1,2,292500.0,4,4,1,1,-12580,-647,1,0,0,1,8,4.0,5.0
6495,0,1,0,0,360000.0,4,1,1,1,-15596,-463,1,0,0,1,0,2.0,5.485714285714286
6496,0,0,1,0,247500.0,4,1,1,1,-18265,-2112,1,0,1,1,6,2.0,5.0
6497,1,0,1,0,351000.0,0,1,1,1,-12167,-801,1,0,1,1,10,2.0,5.733333333333333
6498,0,0,1,0,292500.0,2,1,1,1,-18309,-11332,1,1,0,0,10,2.0,5.806451612903226
6499,0,0,1,1,225000.0,0,4,1,1,-13997,-677,1,0,1,0,10,3.0,5.0
6500,0,1,0,2,135000.0,2,4,1,1,-14227,-2199,1,0,0,0,17,4.0,5.8125
6501,0,0,1,0,337500.0,0,4,4,1,-21407,-3877,1,1,0,0,0,1.0,5.803571428571429
6502,1,1,1,2,189000.0,0,4,1,1,-13838,-799,1,0,0,1,4,4.0,5.0
6505,0,0,1,0,315000.0,2,4,1,1,-19332,-3022,1,0,0,0,3,2.0,5.0
6506,1,1,1,0,202500.0,4,4,3,1,-10735,-3416,1,0,0,0,4,1.0,5.0
6507,0,1,1,0,270000.0,4,4,1,1,-19444,-1315,1,0,1,0,8,2.0,5.0
6508,1,1,0,2,261000.0,4,4,1,1,-15921,-1650,1,0,0,0,6,4.0,4.970588235294118
6510,1,0,1,0,211500.0,0,1,1,1,-23248,-5576,1,1,0,0,8,2.0,5.0
6512,0,0,1,1,135000.0,4,4,2,1,-11629,-1102,1,0,0,0,17,2.0,5.142857142857143
6513,1,1,1,0,180000.0,4,4,1,1,-8746,-1193,1,1,0,0,7,2.0,5.8
6514,1,1,1,1,270000.0,4,1,1,1,-13708,-97,1,0,0,0,4,3.0,5.846153846153846
6515,0,1,1,1,270000.0,4,4,2,1,-16069,-768,1,0,0,0,14,2.0,6.0
6517,1,0,1,0,225000.0,0,1,1,1,-16834,-3269,1,1,1,1,17,2.0,5.0
6524,0,0,1,0,157500.0,4,4,1,1,-13427,-2686,1,0,0,0,6,2.0,5.809523809523809
6525,0,0,0,2,90000.0,4,4,1,1,-11928,-312,1,0,0,1,17,4.0,5.545454545454546
6526,1,1,1,0,382500.0,4,1,1,1,-10755,-3352,1,0,0,0,3,2.0,5.848484848484849
6527,1,1,1,1,135000.0,4,4,1,1,-12443,-1618,1,0,0,0,3,3.0,5.32
6528,0,0,1,1,67500.0,4,4,3,1,-13156,-1192,1,0,0,0,2,2.0,5.6923076923076925
6529,0,1,1,2,112500.0,4,4,1,1,-11884,-1161,1,0,0,0,1,4.0,5.8
6531,0,0,0,0,112500.0,4,4,1,1,-18805,-10688,1,0,1,0,17,2.0,5.0
6533,0,0,0,0,112500.0,4,4,0,1,-18551,-5150,1,1,1,0,8,2.0,5.809523809523809
6534,0,0,0,0,108000.0,2,4,1,1,-18235,-10629,1,1,0,0,11,2.0,5.0
6536,1,1,0,0,360000.0,0,4,1,1,-15954,-2440,1,1,0,0,4,2.0,5.0
6537,0,1,0,0,157500.0,4,4,1,1,-14420,-2593,1,0,0,0,12,2.0,5.777777777777778
6538,1,0,0,0,202500.0,0,4,1,1,-20079,-3505,1,1,1,0,8,2.0,6.0
6540,1,0,1,0,180000.0,4,4,1,1,-15017,-312,1,0,0,1,8,2.0,5.434782608695652
6541,1,1,0,2,337500.0,0,1,3,1,-13769,-3724,1,0,0,1,10,3.0,5.875
6542,0,0,1,0,202500.0,4,4,2,1,-18247,-9599,1,1,1,0,1,1.0,5.903846153846154
6543,0,0,0,0,180000.0,4,4,1,1,-22326,-1230,1,0,1,0,1,2.0,5.0
6544,0,0,1,0,135000.0,0,4,1,1,-11586,-4147,1,0,0,1,8,2.0,4.944444444444445
6545,0,0,1,0,157500.0,4,4,1,1,-17477,-1042,1,0,0,0,17,2.0,5.0
6548,0,1,1,0,90000.0,4,4,0,5,-9598,-1134,1,1,1,1,1,2.0,5.645161290322581
6549,1,1,1,0,202500.0,4,1,1,1,-22655,-3903,1,0,0,0,10,2.0,5.763636363636364
6550,0,0,1,0,247500.0,0,1,3,1,-11632,-2686,1,0,0,0,2,1.0,5.714285714285714
6551,1,1,1,0,202500.0,4,4,1,1,-20689,-708,1,0,0,0,8,2.0,5.7368421052631575
6552,0,1,1,0,180000.0,4,3,1,1,-15699,-555,1,0,0,1,14,2.0,5.0
6553,0,0,1,0,162000.0,4,1,3,1,-14171,-3173,1,1,1,0,10,1.0,5.0
6556,0,1,0,0,270000.0,0,1,1,1,-10160,-1255,1,1,1,0,17,2.0,5.0
6557,0,0,0,0,112500.0,4,1,1,1,-13876,-2016,1,1,1,0,17,2.0,4.956521739130435
6558,1,1,0,1,112500.0,4,4,1,1,-19584,-2199,1,0,0,0,8,3.0,5.666666666666667
6559,0,0,0,1,171000.0,4,4,3,1,-9064,-1681,1,1,0,0,8,2.0,5.8125
6560,1,0,0,0,180000.0,4,4,1,1,-21813,-4391,1,1,0,0,9,2.0,5.0
6561,1,1,0,0,90000.0,0,4,1,1,-11435,-2046,1,1,1,0,8,2.0,6.0
6562,0,0,1,1,148500.0,4,2,2,1,-12076,-129,1,0,0,0,17,2.0,5.0
6563,0,0,0,0,135000.0,4,1,1,1,-11523,-2204,1,0,0,0,17,2.0,5.888888888888889
6564,0,1,0,2,270000.0,4,4,2,1,-13281,-312,1,0,1,0,8,3.0,5.571428571428571
6566,1,0,0,0,211500.0,2,4,3,5,-15982,-5973,1,0,0,1,17,1.0,5.620689655172414
6567,1,1,1,0,202500.0,2,4,1,1,-14622,-2199,1,0,0,0,3,2.0,5.0
6569,0,1,1,0,99000.0,4,4,1,1,-17200,-2960,1,0,1,0,15,2.0,5.0
6570,0,0,1,0,90000.0,2,4,1,1,-13580,-5790,1,0,1,0,11,2.0,5.684210526315789
6571,0,0,1,1,157500.0,0,4,1,1,-16609,-3629,1,0,0,0,5,3.0,5.0
6573,1,1,1,1,292500.0,4,1,1,1,-14687,-4664,1,0,0,1,16,3.0,5.0
6574,1,0,1,1,315000.0,0,4,1,1,-11825,-1011,1,0,0,1,16,3.0,5.0
6575,0,0,1,0,112500.0,0,1,1,1,-20344,-10452,1,0,1,0,3,2.0,5.0
6576,0,0,1,0,247500.0,4,4,1,1,-14943,-159,1,0,0,1,14,2.0,5.444444444444445
6577,0,0,1,0,153000.0,4,1,2,1,-14966,-7921,1,0,0,1,10,1.0,5.612903225806452
6578,0,0,1,0,229500.0,4,1,4,1,-12660,-5455,1,0,0,0,8,1.0,5.895833333333333
6579,1,1,1,0,202500.0,0,4,2,1,-16490,-644,1,0,0,0,17,1.0,6.0
6580,0,0,1,1,180000.0,4,1,2,1,-16554,-2470,1,0,0,1,17,2.0,5.0
6581,0,0,0,2,135000.0,4,4,2,2,-14677,-5361,1,0,0,0,1,3.0,5.727272727272728
6582,0,1,1,2,144000.0,4,4,1,1,-11777,-2744,1,0,1,0,17,4.0,5.0
6583,1,0,1,0,243000.0,4,1,1,1,-9390,-217,1,0,0,1,2,2.0,5.0
6585,0,0,1,0,112500.0,2,4,1,1,-19466,-248,1,0,0,0,17,2.0,5.0
6586,1,0,0,0,225000.0,4,1,1,1,-12019,-1556,1,0,0,1,14,2.0,5.68
6587,0,0,1,0,225000.0,2,4,2,1,-19690,-12423,1,0,1,1,11,1.0,5.0
6588,0,0,1,0,121500.0,0,4,1,1,-21164,-613,1,0,1,0,17,2.0,5.666666666666667
6589,1,0,1,0,360000.0,0,1,1,1,-19572,-3078,1,0,0,1,10,2.0,5.0
6590,0,1,1,1,112500.0,0,4,1,1,-13341,-4235,1,0,0,0,0,3.0,5.666666666666667
6591,1,1,1,1,360000.0,4,4,3,1,-14949,-7522,1,1,1,0,4,2.0,5.0
6592,0,0,1,1,112500.0,4,1,3,1,-15303,-1131,1,0,0,0,3,2.0,5.7727272727272725
6594,1,0,1,2,225000.0,2,1,1,1,-14535,-7918,1,0,1,1,3,4.0,5.0
6595,0,1,0,1,324000.0,0,1,1,4,-18194,-1222,1,0,0,0,14,3.0,5.580645161290323
6596,1,1,1,1,225000.0,0,4,1,1,-14986,-856,1,0,0,0,8,3.0,5.142857142857143
6597,0,1,0,1,315000.0,4,1,1,1,-15419,-3657,1,0,0,0,17,3.0,5.625
6598,0,0,1,0,382500.0,4,1,1,1,-16482,-3413,1,0,1,1,17,2.0,5.125
6599,0,0,1,0,180000.0,2,4,1,1,-16550,-3201,1,0,1,1,6,2.0,5.0
6600,1,1,1,2,225000.0,4,4,1,1,-18672,-2927,1,0,1,1,4,4.0,5.214285714285714
6601,1,1,1,0,202500.0,4,4,1,1,-15423,-3231,1,1,1,0,8,2.0,5.545454545454546
6604,0,1,1,0,315000.0,0,1,1,1,-12883,-3627,1,0,0,0,10,2.0,5.0
6605,0,1,1,0,360000.0,0,4,1,1,-19033,-3535,1,0,0,0,14,2.0,5.0
6607,0,1,1,0,202500.0,0,4,1,1,-15478,-4358,1,0,0,1,17,2.0,5.533333333333333
6608,1,0,1,0,157500.0,0,1,1,1,-15523,-1039,1,0,0,0,10,2.0,5.0
6609,0,0,1,0,45000.0,0,4,1,1,-13378,-1009,1,1,0,0,10,2.0,5.0
6610,1,1,1,2,337500.0,0,4,1,1,-14171,-735,1,0,1,0,4,4.0,5.0
6611,1,1,1,0,225000.0,4,4,1,1,-18826,-582,1,1,0,0,8,2.0,5.0
6613,0,0,1,0,225000.0,4,1,1,1,-12941,-1921,1,0,0,0,10,2.0,5.0
6616,0,1,1,0,90000.0,4,2,3,5,-8888,-126,1,0,0,1,17,1.0,5.0
6617,1,0,1,0,211500.0,4,4,1,1,-9315,-1831,1,0,1,0,14,2.0,4.923076923076923
6618,1,1,1,0,135000.0,0,1,0,1,-17538,-613,1,0,0,0,3,2.0,5.0
6619,0,0,1,0,135000.0,4,4,1,1,-19658,-1801,1,0,0,0,17,2.0,5.87719298245614
6620,0,0,1,1,76500.0,4,4,1,1,-13556,-552,1,1,0,0,11,3.0,5.980769230769231
6621,0,0,1,2,270000.0,4,4,1,1,-13413,-4996,1,0,0,1,6,4.0,5.0
6623,0,0,1,0,180000.0,4,4,1,1,-13727,-6031,1,0,0,0,17,2.0,4.875
6625,0,0,1,0,103500.0,4,1,3,1,-10111,-1160,1,0,0,1,8,1.0,5.75
6626,1,1,1,0,112500.0,4,4,1,1,-12167,-705,1,1,0,0,4,2.0,5.454545454545454
6627,0,0,1,0,202500.0,4,4,1,1,-15231,-370,1,1,0,1,14,2.0,5.0
6628,0,1,1,2,387000.0,0,4,1,1,-15107,-279,1,0,0,0,0,4.0,5.0
6629,0,1,1,0,315000.0,0,4,1,1,-17918,-3535,1,0,1,0,17,2.0,5.745762711864407
6630,0,0,1,1,175500.0,4,4,1,1,-16704,-132,1,1,0,0,1,3.0,5.0
6631,1,0,1,1,360000.0,4,1,2,1,-13913,-619,1,0,0,0,6,2.0,5.0
6632,0,1,1,0,247500.0,4,4,3,5,-11770,-285,1,0,0,0,14,1.0,5.25
6633,0,0,1,0,112500.0,4,4,0,1,-16974,-862,1,0,0,1,2,2.0,5.822222222222222
6636,0,0,1,2,121500.0,0,4,1,1,-14656,-588,1,0,0,0,14,4.0,5.0
6637,1,0,1,0,112500.0,4,4,1,5,-9585,-346,1,0,0,0,9,2.0,5.0
6638,0,1,1,2,121500.0,4,2,1,1,-11327,-101,1,1,1,0,3,4.0,5.914285714285715
6639,1,0,1,1,180000.0,4,1,1,5,-15670,-1654,1,0,0,0,2,3.0,5.916666666666667
6640,0,1,1,0,153000.0,4,4,1,1,-19503,-10147,1,0,0,1,6,2.0,5.823529411764706
6641,0,0,1,0,171000.0,4,1,2,1,-19484,-5520,1,0,0,1,3,1.0,5.0
6643,1,0,1,0,81000.0,4,4,3,1,-21027,-2719,1,0,0,0,16,1.0,5.388888888888889
6644,0,0,1,0,126000.0,2,4,1,1,-14813,-2567,1,0,0,1,0,2.0,5.0
6645,1,0,1,2,135000.0,4,4,1,1,-11462,-4606,1,0,0,0,8,4.0,4.769230769230769
6646,1,1,1,0,247500.0,4,4,0,1,-11286,-3023,1,0,0,1,8,2.0,5.076923076923077
6647,1,1,0,0,270000.0,4,2,1,5,-9096,-2202,1,0,1,0,8,2.0,5.647058823529412
6648,0,0,1,0,90000.0,4,4,1,1,-18465,-5336,1,0,0,0,8,2.0,5.1
6649,0,0,1,1,90000.0,4,1,1,1,-14525,-5976,1,1,0,0,17,3.0,5.857142857142857
6651,0,0,0,0,90000.0,4,4,1,2,-19120,-2567,1,0,1,0,8,2.0,5.0
6652,1,1,0,0,135000.0,4,4,1,1,-17568,-650,1,0,0,1,4,2.0,5.64
6653,0,0,1,0,112500.0,4,4,1,1,-8552,-1562,1,0,0,0,14,2.0,4.8
6654,1,0,0,0,180000.0,0,1,3,1,-10514,-101,1,1,1,0,3,1.0,5.454545454545454
6656,0,1,1,0,90000.0,0,4,1,1,-12262,-711,1,0,1,1,11,2.0,5.933333333333334
6657,0,0,0,1,157500.0,4,4,3,2,-12716,-5336,1,0,0,0,3,2.0,5.75
6658,0,0,1,1,144000.0,4,1,3,1,-8247,-1289,1,0,0,0,8,2.0,5.076923076923077
6659,0,0,1,0,207000.0,4,4,3,1,-18617,-2506,1,0,0,0,2,1.0,5.0
6662,0,0,1,1,126000.0,0,4,1,1,-18140,-4119,1,0,0,0,8,3.0,5.444444444444445
6663,1,1,1,0,135000.0,4,3,0,1,-12522,-193,1,0,0,0,17,2.0,5.6
6665,1,0,1,0,202500.0,4,4,1,1,-19200,-346,1,0,1,0,6,2.0,5.0
6666,0,0,1,0,360000.0,0,1,1,1,-14129,-984,1,0,0,0,3,2.0,5.0
6667,0,1,1,0,225000.0,2,1,1,1,-17822,-9385,1,1,0,0,10,2.0,5.0
6668,0,1,1,1,135000.0,4,4,1,1,-11160,-435,1,0,0,0,14,3.0,5.857142857142857
6670,1,1,1,0,157500.0,4,4,1,1,-16126,-8411,1,1,1,0,8,2.0,5.818181818181818
6671,0,0,1,1,135000.0,0,2,1,1,-9734,-2049,1,1,1,1,3,3.0,5.0
6672,1,1,1,0,225000.0,0,2,3,5,-10033,-223,1,0,0,1,10,1.0,5.0
6673,1,1,1,0,180000.0,4,4,1,1,-17176,-132,1,0,0,0,8,2.0,5.0
6674,1,0,1,0,292500.0,4,1,1,1,-18729,-984,1,0,0,0,10,2.0,5.744186046511628
6675,0,1,1,0,180000.0,4,4,0,1,-15480,-1623,1,0,0,0,8,2.0,5.2105263157894735
6676,0,0,1,0,157500.0,4,4,1,1,-20976,-1776,1,0,0,0,8,2.0,5.823529411764706
6677,0,0,0,2,193500.0,0,3,0,1,-9596,-2445,1,0,0,1,0,4.0,5.923076923076923
6678,0,0,0,2,157500.0,4,1,0,1,-14684,-3633,1,0,0,0,6,4.0,5.0
6681,0,0,1,0,171000.0,4,4,1,1,-15111,-2019,1,1,1,0,14,2.0,5.945454545454545
6683,1,1,1,0,135000.0,4,4,3,1,-9662,-831,1,0,0,0,4,1.0,5.3478260869565215
6684,0,0,1,1,180000.0,0,4,3,4,-14526,-254,1,0,0,0,1,2.0,5.0
6685,0,0,1,0,135000.0,0,1,1,1,-17562,-984,1,0,0,0,17,2.0,5.0
6686,1,0,1,1,270000.0,2,1,1,1,-11082,-376,1,0,0,0,3,3.0,5.0
6687,0,0,1,0,283500.0,0,4,1,1,-17651,-2384,1,0,0,1,12,2.0,4.941176470588236
6688,1,0,0,0,225000.0,4,4,4,2,-19406,-346,1,0,0,0,16,1.0,5.0
6689,0,1,1,2,202500.0,4,1,1,1,-12445,-5155,1,0,0,0,6,4.0,5.0
6690,1,1,1,0,270000.0,4,1,1,1,-12765,-741,1,0,0,1,10,2.0,5.74468085106383
6691,1,0,1,0,135000.0,4,1,1,1,-15201,-315,1,0,0,1,8,2.0,5.0
6694,0,1,1,0,247500.0,4,4,3,1,-7959,-1045,1,0,0,0,3,1.0,4.8
6695,0,0,1,0,225000.0,4,2,1,1,-12262,-223,1,0,0,1,10,2.0,5.0
6697,0,1,1,0,135000.0,4,4,1,1,-16548,-1350,1,0,0,0,3,2.0,5.0
6698,0,0,1,0,292500.0,4,4,1,1,-12379,-4453,1,0,0,1,14,2.0,5.607843137254902
6699,0,1,1,1,247500.0,4,4,0,1,-15174,-70,1,1,1,1,14,3.0,5.0
6701,0,0,1,0,112500.0,4,4,1,1,-12909,-558,1,0,0,0,6,2.0,5.25
6702,0,0,1,2,135000.0,0,1,1,5,-14334,-376,1,0,0,0,3,4.0,5.0
6703,1,0,1,0,171000.0,0,4,1,1,-18162,-4849,1,0,1,0,8,2.0,5.0
6705,0,0,0,1,135000.0,4,4,1,1,-16415,-3054,1,0,0,1,12,3.0,5.875
6706,1,0,1,0,90000.0,4,4,1,1,-19551,-1927,1,0,1,1,8,2.0,5.965517241379311
6707,0,1,1,2,90000.0,0,4,1,1,-15525,-3357,1,0,0,0,0,4.0,5.345454545454546
6708,1,0,0,0,270000.0,0,4,0,5,-8853,-984,1,0,0,1,14,2.0,5.0
6709,1,0,1,1,225000.0,4,4,1,1,-10298,-3145,1,0,0,0,17,3.0,5.72093023255814
6710,0,0,1,1,94500.0,4,1,2,1,-14559,-1472,1,0,1,1,8,2.0,5.0
6711,1,1,1,1,157500.0,0,4,1,1,-14291,-1988,1,1,0,0,8,3.0,5.0
6712,1,1,1,0,202500.0,4,1,1,1,-19385,-6675,1,0,1,1,8,2.0,5.7407407407407405
6713,0,0,1,1,112500.0,0,4,1,1,-10796,-1958,1,1,1,0,14,3.0,4.625
6714,0,1,1,1,225000.0,0,4,1,1,-11146,-1442,1,1,1,0,17,3.0,5.2
6715,1,0,1,0,360000.0,0,1,3,1,-13538,-2019,1,0,1,0,8,1.0,5.0
6716,0,0,1,1,225000.0,0,4,1,1,-15281,-254,1,0,0,0,17,3.0,5.0
6719,0,1,1,1,315000.0,2,1,1,1,-13771,-2080,1,0,0,0,3,3.0,5.88
6721,0,0,1,1,112500.0,4,4,1,1,-11926,-1166,1,1,0,0,2,3.0,5.636363636363637
6722,0,0,1,0,180000.0,2,1,0,1,-16490,-2750,1,0,1,0,6,2.0,5.25
6723,0,1,0,0,252000.0,0,1,3,1,-9097,-132,1,0,0,0,10,1.0,5.0
6724,0,0,1,0,157500.0,2,1,1,1,-20163,-223,1,1,1,0,3,2.0,5.811320754716981
6725,0,0,1,0,360000.0,0,1,1,1,-11894,-1106,1,0,0,0,17,2.0,5.1
6726,1,0,1,0,225000.0,0,1,1,1,-8461,-1593,1,1,0,0,4,2.0,5.125
6727,0,0,1,0,135000.0,0,1,1,1,-8961,-923,1,1,0,1,3,2.0,5.0
6729,0,0,1,0,225000.0,4,4,4,1,-19890,-2384,1,1,0,0,6,1.0,5.0
6730,1,1,1,0,90000.0,4,4,0,1,-8362,-711,1,1,0,1,14,2.0,5.0
6731,0,0,0,0,90000.0,4,4,1,1,-16115,-985,1,0,0,0,14,2.0,5.0
6732,1,0,0,0,382500.0,4,1,1,1,-16300,-3146,1,1,1,0,14,2.0,5.111111111111111
6733,1,0,0,0,225000.0,4,4,1,1,-19124,-5064,1,0,1,0,8,2.0,5.0
6737,0,1,0,0,45000.0,4,4,1,1,-17370,-8443,1,1,1,0,17,2.0,5.166666666666667
6738,0,0,0,2,112500.0,4,4,1,1,-12782,-224,1,1,0,0,8,4.0,5.5
6739,1,1,0,2,153000.0,4,4,0,1,-13524,-2173,1,0,0,0,8,4.0,5.6923076923076925
6740,1,1,0,0,360000.0,0,1,2,1,-13044,-1747,1,0,1,0,10,1.0,5.65625
6741,0,0,0,0,67500.0,2,4,1,2,-17104,-3024,1,1,0,0,3,2.0,5.0
6742,1,0,0,0,135000.0,4,4,3,1,-13602,-1382,1,1,1,0,4,1.0,5.0
6743,1,1,0,0,247500.0,4,2,3,1,-8560,-316,1,1,0,0,10,1.0,5.0
6744,1,1,0,1,360000.0,0,4,1,1,-16538,-3846,1,1,0,0,10,3.0,5.571428571428571
6745,1,1,0,0,270000.0,4,2,1,1,-11955,-893,1,1,1,1,8,2.0,5.85
6746,1,0,0,0,81000.0,4,4,0,1,-12069,-1959,1,0,1,0,9,2.0,5.333333333333333
6747,1,1,0,0,247500.0,4,4,1,1,-19484,-6798,1,0,0,0,10,2.0,5.7368421052631575
6748,0,0,0,2,202500.0,4,4,1,1,-13446,-2720,1,0,0,0,14,4.0,4.967741935483871
6749,1,1,0,0,225000.0,4,4,3,1,-8107,-985,1,0,0,0,4,1.0,5.625
6750,1,1,0,0,180000.0,4,1,1,1,-9667,-1016,1,0,1,0,8,2.0,5.0
6751,0,0,0,0,99000.0,4,1,1,1,-14661,-5521,1,0,0,0,17,2.0,5.0
6752,0,0,0,0,90000.0,4,4,1,1,-18844,-7864,1,1,0,0,17,2.0,5.0
6753,0,0,0,0,112500.0,4,1,2,1,-17168,-2446,1,1,0,0,14,1.0,5.153846153846154
6754,1,1,0,1,193500.0,4,1,1,1,-17932,-3999,1,1,1,0,17,3.0,4.95
6755,1,0,0,0,180000.0,2,4,1,1,-14339,-316,1,1,0,0,3,2.0,5.884615384615385
6756,0,0,0,0,135000.0,4,4,1,1,-15238,-1016,1,0,0,0,14,2.0,5.0
6757,0,1,0,2,130500.0,4,4,1,1,-10969,-163,1,0,0,1,8,4.0,4.875
6758,0,0,0,0,90000.0,4,4,1,1,-13255,-2324,1,1,0,0,14,2.0,5.0
6759,0,0,0,1,90000.0,4,4,1,1,-16118,-1959,1,0,1,0,17,3.0,5.173913043478261
6760,1,1,0,0,135000.0,4,3,1,0,-13241,-436,1,1,1,0,8,2.0,5.871794871794871
6761,0,0,0,0,225000.0,0,4,1,1,-15355,-3999,1,0,1,0,14,2.0,5.739130434782608
6762,1,1,0,0,157500.0,4,4,2,1,-17054,-712,1,0,1,0,16,1.0,5.0
6764,1,0,0,1,166500.0,4,4,1,1,-11459,-1046,1,1,0,0,3,3.0,5.826086956521739
6765,0,0,0,2,180000.0,2,4,1,3,-11176,-2904,1,1,0,0,8,4.0,5.0
6767,0,1,0,0,225000.0,4,1,1,1,-15318,-5490,1,0,0,0,0,2.0,5.0
6768,1,0,0,0,135000.0,4,1,3,5,-10082,-528,1,1,1,0,17,1.0,5.0
6769,1,1,0,1,247500.0,4,1,1,1,-9296,-194,1,1,0,1,17,3.0,5.0
6770,1,0,0,2,112500.0,4,1,1,5,-14266,-1138,1,1,1,0,8,4.0,5.5
6771,1,1,0,1,171000.0,4,1,1,5,-15420,-1563,1,0,0,0,17,3.0,5.0
6773,1,0,0,0,135000.0,4,4,3,1,-8242,-801,1,1,0,0,8,1.0,5.375
6775,1,1,0,2,225000.0,4,4,1,1,-14136,-2628,1,1,0,0,10,4.0,5.767857142857143
6776,1,1,0,0,112500.0,4,4,1,1,-12002,-2262,1,1,0,0,14,2.0,5.615384615384615
6777,1,1,0,0,225000.0,4,4,1,1,-18672,-2477,1,1,1,0,8,2.0,5.288888888888889
